timeStamp/s,accZ/s,Tremor/s,accY/s,DeviceID/s,Activity/s,accX/s
1574852067822,9.799866,0,-0.6181946,18,1,-0.35990906
1574852086594,9.80957,0,-0.6535187,18,1,0.19387817
1574852104785,9.839981,0,-0.4588623,18,1,0.4391632
1574852123555,9.751389,0,-0.4307251,18,1,0.45329285
1574852142645,9.746719,0,-0.53453064,18,1,0.44622803
1574851813822,9.15918,0,2.9599304,16,1,0.16287231
1574851832014,9.34845,0,2.7824097,16,1,0.6145325
1574851850205,9.349518,0,2.5653687,16,1,0.23422241
1574851868397,9.412735,0,2.0110016,16,1,0.12133789
1574851887188,9.660767,0,1.5210266,16,1,0.3595581
1574848932982,9.42218,0,1.2040253,2,1,-0.22044373
1574848934800,9.328812,0,0.8377228,2,1,1.5500641
1574848936623,9.644852,0,0.6713257,2,1,1.5153503
1574848938438,9.703506,0,0.45225525,2,1,2.0815887
1574848940480,9.528732,0,0.7934265,2,1,1.9594727
1574848945098,9.091782,0,0.783844,2,1,2.1569977
1574848977304,8.9253845,0,0.6389923,2,1,3.600708
1574848981922,9.054672,0,0.6389923,2,1,3.7503357
1574849011169,8.822433,0,0.6820984,2,1,4.050812
1574849015508,8.657242,0,0.39718628,2,1,4.553604
1574851227815,9.871094,0,2.5759125,13,1,-0.99017334
1574851229634,9.308456,0,1.7367401,13,1,-0.16297913
1574851232153,9.290497,0,1.4015503,13,1,-0.29107666
1574851250843,9.867508,0,0.39479065,13,1,-0.19769287
1574851266677,9.523941,0,0.4103546,13,1,0.31706238
1574851273594,9.781311,0,0.5695648,13,1,0.50260925
1574851315136,9.850754,0,0.25952148,13,1,0.33262634
1574851317434,9.873489,0,0.24993896,13,1,0.48225403
1574860436249,9.624496,1,1.5511932,54,1,-0.05404663
1574860440368,2.1964874,1,4.12735,54,1,-2.304596
1574860476115,8.141281,1,0.43548584,54,1,-2.0879211
1574860479854,15.748856,1,-2.8697052,54,1,0.9706726
1574860513802,8.292114,1,0.56118774,54,1,-1.7563171
1574860516741,17.059692,1,-1.1997528,54,1,1.4722595
1574861696829,9.647247,1,1.0926971,63,1,-0.23240662
1574861778323,9.471268,1,0.71681213,63,1,-2.8408966
1574861786842,16.078064,1,-2.892456,63,1,-4.2630463
1574861815890,9.9058075,1,-0.81188965,64,1,-6.245453
1574861845259,12.443665,1,0.8041992,64,1,4.1920776
1574861848797,16.759216,1,-3.6717682,64,1,6.19722
1574861861175,16.63472,1,-0.9399719,64,1,1.7021027
1574861892304,14.484726,1,-3.0289154,64,1,2.4921875
1574852666172,9.033127,0,2.9589844,22,1,1.0963745
1574852667993,9.745407,0,1.0424194,22,1,1.2855072
1574852672490,9.7274475,0,0.8257446,22,1,1.7296295
1574852705096,9.5694275,0,-0.6083832,22,1,2.1163025
1574852713873,9.590973,0,-0.6323242,22,1,2.1988983
1574852733181,9.77533,0,-0.39050293,22,1,2.359314
1574852752993,9.442535,0,-0.6574707,22,1,2.2743225
1574852758909,9.628082,0,-0.2576294,22,1,2.1354523
1574852068022,9.739777,0,-0.6128082,18,1,-0.35331726
1574852086794,9.728287,0,-0.635437,18,1,0.22930908
1574852104985,9.740021,0,-0.41661072,18,1,0.4366455
